"actor","subject","actor_2","subject_2","rule_type","rule_time","date_period","Group"
"BBO","GOP","GOP","OGO","Pass-along",1447,"2022-01-26 2","3"
"BBO","PBP","PBP","OBB","Pass-along",121,"2022-01-26 2","3"
"BBO","GPG","GPG","PBP","Pass-along",691,"2022-01-26 2","3"
"BBO","PPP","PPP","OGO","Pass-along",38,"2022-01-26 2","3"
"GGG","PPP","PPP","OGO","Pass-along",49,"2022-01-26 2","3"
"GOO","GOP","GOP","OOP","Pass-along",169,"2022-01-26 2","3"
"PPP","OGO","OGO","OOP","Pass-along",757,"2022-01-26 2","3"
"GGG","BBO","BBO","GOP","Pass-along",566,"2022-01-26 2","3"
"BBO","PPP","PPP","OBB","Pass-along",105,"2022-01-26 2","3"
"BBO","PPP","PPP","OBB","Pass-along",336,"2022-01-26 2","3"
"GGG","GOO","GOO","OBB","Pass-along",632,"2022-01-26 2","3"
"BBO","GPG","GPG","PBP","Pass-along",434,"2022-01-26 2","3"
"BBO","GOP","GOP","OGO","Pass-along",372,"2022-01-26 2","3"
"BBO","GPG","GPG","GOP","Pass-along",240,"2022-01-26 2","3"
"GGG","PPP","PPP","OGO","Pass-along",25,"2022-01-26 2","3"
"GGG","PPP","PPP","OBB","Pass-along",314,"2022-01-26 2","3"
"PPP","OGO","OGO","POO","Pass-along",86,"2022-01-26 2","3"
"GPG","PBP","PBP","OGO","Pass-along",58,"2022-01-26 2","3"
"GOO","PPP","PPP","OGO","Pass-along",240,"2022-01-26 2","3"
"GOP","PPP","PPP","OGO","Pass-along",102,"2022-01-27 1","3"
"BBO","GOO","GOO","PBP","Pass-along",52,"2022-01-27 1","3"
"PPP","OGO","OGO","POO","Pass-along",831,"2022-01-27 1","3"
"GGG","GOO","GOO","PBP","Pass-along",12,"2022-01-27 1","3"
"GGG","GOO","GOO","PBP","Pass-along",103,"2022-01-27 1","3"
"GGG","GOO","GOO","PBP","Pass-along",205,"2022-01-27 1","3"
"GOO","PBP","PBP","OOP","Pass-along",483,"2022-01-27 1","3"
"OGO","POO","POO","OOP","Pass-along",462,"2022-01-27 1","3"
"BBO","GPG","GPG","PBP","Pass-along",181,"2022-01-27 1","3"
"GOO","OBB","OBB","OOP","Pass-along",41,"2022-01-27 1","3"
"BBO","GOO","GOO","OOP","Pass-along",258,"2022-01-27 1","3"
"GGG","GOP","GOP","OOP","Pass-along",9,"2022-01-27 1","3"
"BBO","GOP","GOP","OBB","Pass-along",38,"2022-01-27 1","3"
"GOO","PBP","PBP","OOP","Pass-along",144,"2022-01-27 1","3"
"GGG","POO","POO","OOP","Pass-along",658,"2022-01-27 1","3"
"GGG","PPP","PPP","OGO","Pass-along",511,"2022-01-27 1","3"
"BBO","GOP","GOP","OGO","Pass-along",188,"2022-01-27 1","3"
"GGG","GOO","GOO","PBP","Pass-along",13,"2022-01-27 1","3"
"GOO","PBP","PBP","OOP","Pass-along",314,"2022-01-27 1","3"
"GGG","GOO","GOO","POO","Pass-along",90,"2022-01-27 1","3"
"PPP","OGO","OGO","OOP","Pass-along",226,"2022-01-27 1","3"
"PPP","OBB","OBB","OOP","Pass-along",672,"2022-01-27 1","3"
"GGG","GPG","GPG","PPP","Pass-along",370,"2022-01-27 1","3"
"BBO","GOO","GOO","PBP","Pass-along",4,"2022-01-27 1","3"
"GPG","PPP","PPP","OBB","Pass-along",840,"2022-01-27 1","3"
"GPG","PBP","PBP","OOP","Pass-along",4,"2022-01-27 1","3"
"GGG","OBB","OBB","OOP","Pass-along",27,"2022-01-27 1","3"
"BBO","GOP","GOP","OBB","Pass-along",232,"2022-01-27 1","3"
"GGG","GOO","GOO","POO","Pass-along",66,"2022-01-27 1","3"
"BBO","GOP","GOP","OGO","Pass-along",1848,"2022-01-27 1","3"
"BBO","GPG","GPG","OBB","Pass-along",1,"2022-01-27 1","3"
"GGG","OGO","OGO","OOP","Pass-along",706,"2022-01-27 1","3"
"GGG","GOO","GOO","OOP","Pass-along",149,"2022-01-27 1","3"
"BBO","PBP","PBP","OOP","Pass-along",21,"2022-01-27 1","3"
"GGG","GOO","GOO","OBB","Pass-along",195,"2022-01-27 1","3"
"BBO","PPP","PPP","OGO","Pass-along",1003,"2022-01-27 1","3"
"BBO","GOO","GOO","POO","Pass-along",42,"2022-01-27 1","3"
"GGG","GOO","GOO","PBP","Pass-along",357,"2022-01-27 1","3"
"GGG","GPG","GPG","PBP","Pass-along",20,"2022-01-27 1","3"
"GGG","GPG","GPG","PBP","Pass-along",99,"2022-01-27 1","3"
"GOO","PBP","PBP","OOP","Pass-along",898,"2022-01-27 1","3"
"PPP","OGO","OGO","POO","Pass-along",768,"2022-01-27 1","3"
"GGG","GOO","GOO","POO","Pass-along",298,"2022-01-27 1","3"
"BBO","GOO","GOO","PBP","Pass-along",139,"2022-01-27 1","3"
"GOO","PBP","PBP","OOP","Pass-along",129,"2022-01-27 1","3"
"GGG","GOP","GOP","POO","Pass-along",113,"2022-01-27 1","3"
"GGG","PPP","PPP","OOP","Pass-along",56,"2022-01-27 1","3"
"GOP","PPP","PPP","OOP","Pass-along",4,"2022-01-27 1","3"
"BBO","GOO","GOO","PBP","Pass-along",10,"2022-01-27 1","3"
"BBO","GPG","GPG","PBP","Pass-along",13,"2022-01-27 1","3"
"PBP","PPP","PPP","OGO","Pass-along",58,"2022-01-27 1","3"
"PPP","POO","POO","OOP","Pass-along",361,"2022-01-27 1","3"
"BBO","GPG","GPG","PBP","Pass-along",26,"2022-01-27 1","3"
"GGG","GOP","GOP","OGO","Pass-along",40,"2022-01-27 1","3"
"GPG","PBP","PBP","OOP","Pass-along",757,"2022-01-27 1","3"
"GOP","OGO","OGO","OOP","Pass-along",223,"2022-01-27 1","3"
"BBO","GOP","GOP","PPP","Pass-along",64,"2022-01-27 1","3"
"GOP","PPP","PPP","OGO","Pass-along",1,"2022-01-27 1","3"
"BBO","GPG","GPG","PBP","Pass-along",295,"2022-01-27 1","3"
"BBO","GPG","GPG","PBP","Pass-along",62,"2022-01-27 1","3"
"GPG","PBP","PBP","OOP","Pass-along",10,"2022-01-27 1","3"
"GOO","GOP","GOP","PPP","Pass-along",550,"2022-01-27 1","3"
"PBP","PPP","PPP","OGO","Pass-along",169,"2022-01-27 1","3"
"PBP","POO","POO","OOP","Pass-along",875,"2022-01-27 1","3"
"GOO","PBP","PBP","OOP","Pass-along",156,"2022-01-27 1","3"
"GOO","OBB","OBB","OOP","Pass-along",284,"2022-01-27 1","3"
"BBO","GPG","GPG","PPP","Pass-along",90,"2022-01-27 1","3"
"PBP","OGO","OGO","OOP","Pass-along",428,"2022-01-27 2","3"
"GOP","PPP","PPP","OBB","Pass-along",145,"2022-01-27 2","3"
"BBO","GOO","GOO","PBP","Pass-along",114,"2022-01-27 2","3"
"GOO","PBP","PBP","OOP","Pass-along",224,"2022-01-27 2","3"
"PBP","OGO","OGO","POO","Pass-along",44,"2022-01-27 2","3"
"GOO","GOP","GOP","OBB","Pass-along",121,"2022-01-27 2","3"
"GGG","PPP","PPP","OBB","Pass-along",122,"2022-01-27 2","3"
"BBO","GPG","GPG","OGO","Pass-along",383,"2022-01-27 2","3"
"GGG","GOP","GOP","OGO","Pass-along",147,"2022-01-27 2","3"
"GPG","PBP","PBP","OOP","Pass-along",5,"2022-01-27 2","3"
"GOO","PBP","PBP","OOP","Pass-along",497,"2022-01-27 2","3"
"GOO","GOP","GOP","PPP","Pass-along",286,"2022-01-27 2","3"
"GGG","GPG","GPG","PBP","Pass-along",524,"2022-01-27 2","3"
"GOO","PBP","PBP","OOP","Pass-along",16,"2022-01-27 2","3"
"GGG","GOP","GOP","OOP","Pass-along",8,"2022-01-27 2","3"
"GGG","GOO","GOO","PBP","Pass-along",5,"2022-01-27 2","3"
"BBO","PPP","PPP","OOP","Pass-along",665,"2022-01-27 2","3"
"GOO","GOP","GOP","POO","Pass-along",428,"2022-01-27 2","3"
"GOO","PBP","PBP","OBB","Pass-along",851,"2022-01-27 2","3"
"GGG","GOO","GOO","PBP","Pass-along",770,"2022-01-27 2","3"
"GOP","PPP","PPP","OGO","Pass-along",301,"2022-01-27 2","3"
"GGG","GOP","GOP","PPP","Pass-along",273,"2022-01-27 2","3"
"GGG","PBP","PBP","OOP","Pass-along",28,"2022-01-27 2","3"
"BBO","PBP","PBP","POO","Pass-along",98,"2022-01-27 2","3"
"GOO","GOP","GOP","OOP","Pass-along",856,"2022-01-27 2","3"
"PBP","PPP","PPP","OGO","Pass-along",77,"2022-01-27 2","3"
"PPP","OGO","OGO","POO","Pass-along",2698,"2022-01-27 2","3"
"PPP","OBB","OBB","OOP","Pass-along",9,"2022-01-27 2","3"
"BBO","GGG","GGG","GOO","Pass-along",95,"2022-01-27 2","3"
"GGG","GOO","GOO","OOP","Pass-along",645,"2022-01-27 2","3"
"BBO","GPG","GPG","GOP","Pass-along",462,"2022-01-27 2","3"
"BBO","GOO","GOO","PBP","Pass-along",484,"2022-01-27 2","3"
"GGG","PPP","PPP","OOP","Pass-along",1351,"2022-01-27 2","3"
"GOO","PBP","PBP","OOP","Pass-along",1132,"2022-01-27 2","3"
"BBO","GPG","GPG","OOP","Pass-along",288,"2022-01-27 2","3"
"GGG","GOO","GOO","PBP","Pass-along",15,"2022-01-27 2","3"
"GOO","PBP","PBP","OOP","Pass-along",242,"2022-01-27 2","3"
"GOO","GOP","GOP","OGO","Pass-along",64,"2022-01-27 2","3"
"GOP","PPP","PPP","OBB","Pass-along",460,"2022-01-27 2","3"
"PPP","OGO","OGO","OOP","Pass-along",52,"2022-01-27 2","3"
"BBO","PBP","PBP","OOP","Pass-along",317,"2022-01-27 2","3"
"BBO","GPG","GPG","PBP","Pass-along",891,"2022-01-28 1","3"
"BBO","PPP","PPP","POO","Pass-along",91,"2022-01-28 1","3"
"GPG","PBP","PBP","OOP","Pass-along",137,"2022-01-28 1","3"
"GGG","GOP","GOP","OOP","Pass-along",99,"2022-01-28 1","3"
"BBO","GOO","GOO","PBP","Pass-along",7,"2022-01-28 1","3"
"GPG","PBP","PBP","OOP","Pass-along",52,"2022-01-28 1","3"
"GPG","GOP","GOP","OGO","Pass-along",448,"2022-01-28 1","3"
"GPG","PBP","PBP","OGO","Pass-along",500,"2022-01-28 1","3"
"GGG","OGO","OGO","OOP","Pass-along",95,"2022-01-28 1","3"
"GOP","PPP","PPP","OBB","Pass-along",246,"2022-01-28 1","3"
"GPG","PBP","PBP","OOP","Pass-along",132,"2022-01-28 1","3"
"GOP","OGO","OGO","OOP","Pass-along",336,"2022-01-28 1","3"
"GOP","PPP","PPP","OBB","Pass-along",923,"2022-01-28 1","3"
"BBO","GOO","GOO","OOP","Pass-along",9,"2022-01-28 1","3"
"GOO","PBP","PBP","OOP","Pass-along",366,"2022-01-28 1","3"
"BBO","GPG","GPG","POO","Pass-along",3,"2022-01-28 1","3"
"PPP","OGO","OGO","POO","Pass-along",116,"2022-01-28 1","3"
"GPG","GOP","GOP","OGO","Pass-along",208,"2022-01-28 1","3"
"GPG","PBP","PBP","OOP","Pass-along",609,"2022-01-28 1","3"
"BBO","GPG","GPG","OOP","Pass-along",696,"2022-01-28 1","3"
"BBO","GOO","GOO","OGO","Pass-along",30,"2022-01-28 1","3"
"GOO","OGO","OGO","POO","Pass-along",138,"2022-01-28 1","3"
"PBP","PPP","PPP","OGO","Pass-along",1383,"2022-01-28 1","3"
"GOO","GPG","GPG","OOP","Pass-along",450,"2022-01-28 1","3"
"PPP","OBB","OBB","OOP","Pass-along",677,"2022-01-28 1","3"
"BBO","GOP","GOP","OOP","Pass-along",149,"2022-01-28 1","3"
"BBO","GPG","GPG","GOP","Pass-along",1006,"2022-01-28 1","3"
"GGG","PBP","PBP","OOP","Pass-along",54,"2022-01-28 1","3"
"GOP","OBB","OBB","OOP","Pass-along",935,"2022-01-28 1","3"
"BBO","GOP","GOP","PPP","Pass-along",17,"2022-01-28 1","3"
"GPG","GOP","GOP","OGO","Pass-along",181,"2022-01-28 1","3"
"GPG","PBP","PBP","OBB","Pass-along",541,"2022-01-28 1","3"
"OGO","PPP","PPP","POO","Pass-along",2494,"2022-01-28 1","3"
"BBO","GPG","GPG","OOP","Pass-along",151,"2022-01-28 1","3"
"BBO","GPG","GPG","PBP","Pass-along",5,"2022-01-28 1","3"
"GGG","GOO","GOO","PBP","Pass-along",19,"2022-01-28 1","3"
"GGG","GPG","GPG","PBP","Pass-along",1125,"2022-01-28 1","3"
"GPG","PBP","PBP","OOP","Pass-along",192,"2022-01-28 1","3"
"BBO","PPP","PPP","OBB","Pass-along",173,"2022-01-28 2","3"
"BBO","GGG","GGG","GOP","Pass-along",34,"2022-01-28 2","3"
"GGG","GOP","GOP","OGO","Pass-along",7,"2022-01-28 2","3"
"GGG","PBP","PBP","OGO","Pass-along",5,"2022-01-28 2","3"
"BBO","PPP","PPP","OBB","Pass-along",3,"2022-01-28 2","3"
"BBO","PBP","PBP","POO","Pass-along",4,"2022-01-28 2","3"
"GOO","GOP","GOP","PPP","Pass-along",33,"2022-01-28 2","3"
"GOP","PPP","PPP","OGO","Pass-along",7,"2022-01-28 2","3"
"BBO","GPG","GPG","PBP","Pass-along",13,"2022-01-28 2","3"
"GOO","GOP","GOP","POO","Pass-along",195,"2022-01-28 2","3"
"GOP","OBB","OBB","OOP","Pass-along",1239,"2022-01-28 2","3"
"BBO","GOP","GOP","PPP","Pass-along",19,"2022-01-28 2","3"
"GOO","GOP","GOP","OOP","Pass-along",107,"2022-01-28 2","3"
"BBO","PBP","PBP","OOP","Pass-along",302,"2022-01-28 2","3"
"BBO","GOP","GOP","OGO","Pass-along",176,"2022-01-28 2","3"
"GOP","PPP","PPP","OGO","Pass-along",56,"2022-01-28 2","3"
"GGG","GOP","GOP","OGO","Pass-along",7,"2022-01-28 2","3"
"GGG","PBP","PBP","OGO","Pass-along",5,"2022-01-28 2","3"
"PBP","PPP","PPP","OOP","Pass-along",71,"2022-01-28 2","3"
"BBO","GOP","GOP","OBB","Pass-along",239,"2022-01-28 2","3"
"GOO","GOP","GOP","OBB","Pass-along",116,"2022-01-28 2","3"
"GOP","OBB","OBB","OOP","Pass-along",7,"2022-01-28 2","3"
"GGG","GOO","GOO","OOP","Pass-along",608,"2022-01-28 2","3"
"GGG","PPP","PPP","OBB","Pass-along",25,"2022-01-28 2","3"
"BBO","PPP","PPP","OGO","Pass-along",177,"2022-01-28 2","3"
"GGG","GOO","GOO","PBP","Pass-along",455,"2022-01-28 2","3"
"GGG","GPG","GPG","OGO","Pass-along",2,"2022-01-28 2","3"
"BBO","GOP","GOP","OBB","Pass-along",952,"2022-01-28 2","3"
"GGG","GOO","GOO","POO","Pass-along",246,"2022-01-28 2","3"
"GGG","GPG","GPG","OGO","Pass-along",254,"2022-01-28 2","3"
"GGG","GOP","GOP","OGO","Pass-along",2035,"2022-01-28 2","3"
"GGG","GPG","GPG","OGO","Pass-along",14,"2022-01-28 2","3"
"GGG","GPG","GPG","OOP","Pass-along",1391,"2022-01-28 2","3"
"GGG","GOO","GOO","OBB","Pass-along",3,"2022-01-28 2","3"
"BBO","PPP","PPP","OGO","Pass-along",188,"2022-01-28 2","3"
"BBO","GOP","GOO","GOP","Opportunism",78,"2022-01-26 1","3"
"GOP","PPP","PBP","PPP","Opportunism",941,"2022-01-26 1","3"
"POO","GOP","GOO","GOP","Opportunism",22,"2022-01-26 1","3"
"GOP","OBB","OGO","OBB","Opportunism",2859,"2022-01-26 1","3"
"GOP","PPP","PBP","PPP","Opportunism",85,"2022-01-26 1","3"
"GPG","GOP","GOO","GOP","Opportunism",3,"2022-01-26 1","3"
"GGG","GOP","GOO","GOP","Opportunism",473,"2022-01-26 1","3"
"PBP","GOP","GOO","GOP","Opportunism",33,"2022-01-26 2","3"
"PPP","OBB","OGO","OBB","Opportunism",319,"2022-01-26 2","3"
"GOP","OGO","POO","OGO","Opportunism",119,"2022-01-26 2","3"
"BBO","GOP","PBP","GOP","Opportunism",396,"2022-01-26 2","3"
"GPG","GOP","GOO","GOP","Opportunism",1262,"2022-01-26 2","3"
"GOP","PPP","GOO","PPP","Opportunism",347,"2022-01-27 1","3"
"GGG","PPP","PBP","PPP","Opportunism",76,"2022-01-27 1","3"
"GOP","PPP","PBP","PPP","Opportunism",11,"2022-01-27 1","3"
"GPG","GOP","GOO","GOP","Opportunism",29,"2022-01-27 2","3"
"GOP","PPP","GOO","PPP","Opportunism",294,"2022-01-27 2","3"
"BBO","GOP","GOO","GOP","Opportunism",118,"2022-01-27 2","3"
"GOP","PPP","PBP","PPP","Opportunism",29,"2022-01-27 2","3"
"GGG","GOP","GOO","GOP","Opportunism",698,"2022-01-27 2","3"
"BBO","GOP","GOO","GOP","Opportunism",170,"2022-01-28 1","3"
"GOP","PPP","PBP","PPP","Opportunism",147,"2022-01-28 1","3"
"BBO","GPG","GOO","GPG","Opportunism",725,"2022-01-28 1","3"
"BBO","PPP","OGO","PPP","Opportunism",311,"2022-01-28 1","3"
"GGG","GOP","GOO","GOP","Opportunism",126,"2022-01-28 2","3"
"GGG","GOP","GOO","GOP","Opportunism",16,"2022-01-28 2","3"
"BBO","GOP","GOO","GOP","Opportunism",20,"2022-01-28 2","3"
"BBO","GOP","GOO","GOP","Opportunism",52,"2022-01-28 2","3"
"GOP","PPP","OBB","PPP","Opportunism",595,"2022-01-28 2","3"
"GOP","PPP","PBP","PPP","Opportunism",125,"2022-01-28 2","3"
"GOO","GOP","GGG","GOO","Punishment",484,"2022-01-26 1","3"
"GOO","GOP","BBO","GOO","Punishment",31,"2022-01-26 1","3"
"GOO","GOP","BBO","GOO","Punishment",41,"2022-01-26 1","3"
"GOO","GOP","BBO","GOO","Punishment",328,"2022-01-26 2","3"
"PBP","GOP","BBO","PBP","Punishment",41,"2022-01-26 2","3"
"GOO","GOP","BBO","GOO","Punishment",18,"2022-01-26 2","3"
"PBP","PPP","GOO","PBP","Punishment",33,"2022-01-26 2","3"
"OGO","OBB","GOP","OGO","Punishment",32,"2022-01-26 2","3"
"GOO","GOP","GGG","GOO","Punishment",237,"2022-01-26 2","3"
"GOO","PPP","BBO","GOO","Punishment",629,"2022-01-27 1","3"
"PBP","PPP","GOO","PBP","Punishment",104,"2022-01-27 1","3"
"PBP","PPP","GGG","PBP","Punishment",360,"2022-01-27 1","3"
"GOO","GOP","GGG","GOO","Punishment",247,"2022-01-27 2","3"
"GOO","GOP","BBO","GOO","Punishment",35,"2022-01-27 2","3"
"GOO","GOP","BBO","GOO","Punishment",10,"2022-01-27 2","3"
"GOO","GOP","BBO","GOO","Punishment",139,"2022-01-28 1","3"
"PBP","PPP","BBO","PBP","Punishment",252,"2022-01-28 1","3"
"GOO","GPG","BBO","GOO","Punishment",584,"2022-01-28 1","3"
"OGO","PPP","GOP","OGO","Punishment",99,"2022-01-28 1","3"
"GOO","GOP","GGG","GOO","Punishment",82,"2022-01-28 2","3"
"OBB","PPP","PBP","OBB","Punishment",286,"2022-01-28 2","3"
"PBP","PPP","GGG","PBP","Punishment",60,"2022-01-28 2","3"
